,제목,URL,내용,사이트,채널,날짜1,날짜2,input,after preprocessing
1278,두번째 제왕절개후기~^^,http://cafe.daum.net/pregnant/3Eh/21395?q=%ED%99%98%EC%9E%90%EB%B3%B5,"겁나고 심란하다. 수술 당일 아침 8시~ 수술 시간보다 두시간 일찍와서 홀딱 벗고환자복입고 태동검사도 하고 수술 준비를 한다. 한번 해봤으니까 항생제검사, 혹시...",daum,cafe,2011-01-01,2012-12-31,"두번째 제왕절개후기~^^ 겁나고 심란하다. 수술 당일 아침 8시~ 수술 시간보다 두시간 일찍와서 홀딱 벗고환자복입고 태동검사도 하고 수술 준비를 한다. 한번 해봤으니까 항생제검사, 혹시...","['제왕', '절개', '후기', '수술', '당일', '수술', '시간', '시간', '환자복', '태동', '검사', '수술', '항생제', '검사']"
1279,웃기는 글~~~ ㅎㅎㅎ,http://cafe.daum.net/Hamonica-Field/jKyk/129?q=%ED%99%98%EC%9E%90%EB%B3%B5,겁니다 저는 일착을 입원수속 해 놓을려구요.. 보나마나 입원 수속시 침대보와환자복검사 할텐데 색나라에서 공구 한번 했으면 좋겠습니다 장영호 12.06.06 16:52 219...,daum,cafe,2011-01-01,2012-12-31,웃기는 글~~~ ㅎㅎㅎ 겁니다 저는 일착을 입원수속 해 놓을려구요.. 보나마나 입원 수속시 침대보와환자복검사 할텐데 색나라에서 공구 한번 했으면 좋겠습니다 장영호 12.06.06 16:52 219...,"['일착', '입원', '수속', '입원', '수속', '침대보', '환자복', '검사', '나라', '공구', '한번', '장영호']"
1280,웃기는 글~~~ ㅎㅎㅎㅎ,http://cafe.daum.net/hamochingu/475X/2810?q=%ED%99%98%EC%9E%90%EB%B3%B5,겁니다 저는 일착을 입원수속 해 놓을려구요.. 보나마나 입원 수속시 침대보와환자복검사 할텐데 색나라에서 공구 한번 했으면 좋겠습니다 장영호 12.06.06 16:52 219...,daum,cafe,2011-01-01,2012-12-31,웃기는 글~~~ ㅎㅎㅎㅎ 겁니다 저는 일착을 입원수속 해 놓을려구요.. 보나마나 입원 수속시 침대보와환자복검사 할텐데 색나라에서 공구 한번 했으면 좋겠습니다 장영호 12.06.06 16:52 219...,"['일착', '입원', '수속', '입원', '수속', '침대보', '환자복', '검사', '나라', '공구', '한번', '장영호']"
1281,황당한 수술이야기,http://cafe.daum.net/kanung8/1F9r/2689?q=%ED%99%98%EC%9E%90%EB%B3%B5,것과 성공율은 85% 잘안되면 재수술 해야한다는것이다. 딸이 수술실 간호복을환자복으로 환복 본인도 2년동안 여러과를 순환하는데 오직 안과만 안했다고 당황해...,daum,cafe,2011-01-01,2012-12-31,황당한 수술이야기 것과 성공율은 85% 잘안되면 재수술 해야한다는것이다. 딸이 수술실 간호복을환자복으로 환복 본인도 2년동안 여러과를 순환하는데 오직 안과만 안했다고 당황해...,"['수술', '이야기', '성공', '수술', '수술실', '간호복', '환자복', '환복', '본인', '동안', '순환', '안과', '당황']"
1282,＜특별한 손님＞ 13.,http://cafe.daum.net/youllsosul/KRDz/38093?q=%ED%99%98%EC%9E%90%EB%B3%B5,것때문에 어느정도 병원에서 휴식을 취해야할 것 같아. 검사도 좀 남았고. 일단환자복으로 환복 있어. 만약에 팔이 너무 심하게 아프면 혼자 무리하지말고 이모 올...,daum,cafe,2011-01-01,2012-12-31,＜특별한 손님＞ 13. 것때문에 어느정도 병원에서 휴식을 취해야할 것 같아. 검사도 좀 남았고. 일단환자복으로 환복 있어. 만약에 팔이 너무 심하게 아프면 혼자 무리하지말고 이모 올...,"['특별', '손님', '병원', '휴식', '검사', '환자복', '환복', '만약', '혼자', '무리', '이모']"
1283,진통할때요...,https://cafe.naver.com/imsanbu/16433045?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE2NDMzMDQ1LCJpc3N1ZWRBdCI6MTYyNTQwODAxMzI0OX0=.NzoQMDJ6n1yzTQqa1tJpNz0PKNcKnv4zu135ywWelzY=,게시물 재이동시 무통보 삭제처리 되실 수 있습니다. ★ 말머리 달아주세요~ ^^ 갑자기 궁금해져서 글 올립니다. 진통와서 병원에 입원할때 환자복 속에 브라 팬티 다 입나요? 아님 브라만 하나요?,naver,cafe,2011-01-01,2012-12-31,진통할때요... 게시물 재이동시 무통보 삭제처리 되실 수 있습니다. ★ 말머리 달아주세요~ ^^ 갑자기 궁금해져서 글 올립니다. 진통와서 병원에 입원할때 환자복 속에 브라 팬티 다 입나요? 아님 브라만 하나요?,"['진통', '게시물', '동시', '통보', '삭제', '처리', '말머리', '진통', '병원', '입원', '환자복', '브라', '팬티', '브라만']"
1284,"100대명산, 장수 장안산을 다녀와서",http://cafe.daum.net/alwaysmt/CI2k/580?q=%ED%99%98%EC%9E%90%EB%B3%B5,겨우 제 앞가림 할 정도의 거동을 할 수 있는 5일째부터 몰래 병원을 빠져나와환자복입고 수업하던 그 열정은 어디로 다 도망가버리고 이렇게 농땡이를 치고있는지...,daum,cafe,2011-01-01,2012-12-31,"100대명산, 장수 장안산을 다녀와서 겨우 제 앞가림 할 정도의 거동을 할 수 있는 5일째부터 몰래 병원을 빠져나와환자복입고 수업하던 그 열정은 어디로 다 도망가버리고 이렇게 농땡이를 치고있는지...","['명산', '장수', '장안산', '앞가림', '거동', '병원', '환자복', '수업', '열정', '농땡이']"
1285,아직도 세상은 착하다.,http://cafe.daum.net/happysingleclub/2hwY/3345?q=%ED%99%98%EC%9E%90%EB%B3%B5,겨우 한다는 말이 부목 하고 반 깁스 하려면 내 바지를 자를 수는 없으니환자복바지 왼쪽을 잘라서 입고 내일 다시 병원에 오시라고 하니 괜히 화가 났습니다. 나는...,daum,cafe,2011-01-01,2012-12-31,아직도 세상은 착하다. 겨우 한다는 말이 부목 하고 반 깁스 하려면 내 바지를 자를 수는 없으니환자복바지 왼쪽을 잘라서 입고 내일 다시 병원에 오시라고 하니 괜히 화가 났습니다. 나는...,"['세상', '부목', '깁스', '바지', '환자복', '바지', '왼쪽', '병원']"
1286,잉 ㅠㅜ똘이땜에.... 승순이 수술부위가... ㅠㅜ,https://cafe.naver.com/dogpalza/3395015?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRvZ3BhbHphIiwiYXJ0aWNsZUlkIjozMzk1MDE1LCJpc3N1ZWRBdCI6MTYyNTQwNzk5NTk1MH0=.VAbl0fTbJn3NWc0YplW8hmbc2betMlfIuD01MZnoCfc=,결국 승순이 올인원처럼 환자복 입혀버리고... 소독듬뿍하고.... 똘이는 항시 감시하에... ㅠㅜ 이 죽일놈에 사랑.... 못말리는 애정.... 증거사진은... 수원 올라가면 확~ 뿌리겠습니다. ㅠㅜ 결국 전 조금더 ......,naver,cafe,2011-01-01,2012-12-31,잉 ㅠㅜ똘이땜에.... 승순이 수술부위가... ㅠㅜ 결국 승순이 올인원처럼 환자복 입혀버리고... 소독듬뿍하고.... 똘이는 항시 감시하에... ㅠㅜ 이 죽일놈에 사랑.... 못말리는 애정.... 증거사진은... 수원 올라가면 확~ 뿌리겠습니다. ㅠㅜ 결국 전 조금더 ......,"['승순', '수술', '부위', '결국', '승순', '올인원', '환자복', '소독', '감시', '사랑', '애정', '증거', '사진', '수원']"
1287,임질방 졸업이에횸^^/,https://cafe.naver.com/imsanbu/17726695?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE3NzI2Njk1LCJpc3N1ZWRBdCI6MTYyNTQwODAxODQxOH0=.NHngacRqVjOBqYcPorK3UN__d_xaRqS3BsdN4Mbyq48=,결국은 아무증상 없이 출산 예정일까지 왔죠~ 출산예정일 하루전날..마침 진진통이 찾아오고..5분..3분..1분...한번씩 골반이 비틀어져라 아프고 병원에 갔더니 자궁이 2센티 열렸드라구요~ 환자복입고...,naver,cafe,2011-01-01,2012-12-31,임질방 졸업이에횸^^/ 결국은 아무증상 없이 출산 예정일까지 왔죠~ 출산예정일 하루전날..마침 진진통이 찾아오고..5분..3분..1분...한번씩 골반이 비틀어져라 아프고 병원에 갔더니 자궁이 2센티 열렸드라구요~ 환자복입고...,"['임질', '졸업', '결국', '증상', '출산', '예정일', '출산', '예정일', '하루', '전날', '진통', '골반', '병원', '자궁', '환자복']"
1288,갑상선유두암-용량100(서울삼성병원2박3일치료)-11...,http://cafe.daum.net/thyroidcancer/HAce/626?q=%ED%99%98%EC%9E%90%EB%B3%B5,경고음이(난 피해야될 대상임 ㅋㅋ) 저녁때부터는 안나더라요 삼일째 아침먹고환자복환복 8시30분쯤 1차 스캔하러 갔다와서 10시쯤 퇴원해서 제암요양병원으로...,daum,cafe,2011-01-01,2012-12-31,갑상선유두암-용량100(서울삼성병원2박3일치료)-11... 경고음이(난 피해야될 대상임 ㅋㅋ) 저녁때부터는 안나더라요 삼일째 아침먹고환자복환복 8시30분쯤 1차 스캔하러 갔다와서 10시쯤 퇴원해서 제암요양병원으로...,"['갑상선', '유두', '용량', '삼성', '병원', '치료', '고음', '대상', '저녁때', '환자복', '환복', '스캔', '퇴원', '제암', '요양', '병원']"
1289,secret code 16,http://cafe.daum.net/mango51244/G0Cp/18?q=%ED%99%98%EC%9E%90%EB%B3%B5,경수가 무슨말을할지 두려워 온 몸이 덜덜 떨리기 시작했다. 떨리는 손을 감추려환자복소매 안으로 손을 감췄다. 그 모습에 경수는 태섭이 추운건줄 알고 입고있던...,daum,cafe,2011-01-01,2012-12-31,secret code 16 경수가 무슨말을할지 두려워 온 몸이 덜덜 떨리기 시작했다. 떨리는 손을 감추려환자복소매 안으로 손을 감췄다. 그 모습에 경수는 태섭이 추운건줄 알고 입고있던...,"['secret', 'code', '경수', '시작', '환자복', '소매', '모습', '경수']"
1290,조리원생활 4일째..답답하고 지루해죽겠어여..ㅜㅜ,https://cafe.naver.com/imsanbu/20698858?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjIwNjk4ODU4LCJpc3N1ZWRBdCI6MTYyNTQwODAwMjg0MH0=.z0p8ci9zynaocPb_3w5JPkOSL02Wd3Vde7X5qXwV47Q=,계속 환자복만입고있으니 쭉 입원해있는기분이고.. 넘 답답하네요.. 밥도 배식이라 혼자먹고 수유할땐 수유실가는데 아다리안맞음 산모들없어서 혼자 먹이고오거나 꽉차있음 방으로오거든여 또 애가...,naver,cafe,2011-01-01,2012-12-31,조리원생활 4일째..답답하고 지루해죽겠어여..ㅜㅜ 계속 환자복만입고있으니 쭉 입원해있는기분이고.. 넘 답답하네요.. 밥도 배식이라 혼자먹고 수유할땐 수유실가는데 아다리안맞음 산모들없어서 혼자 먹이고오거나 꽉차있음 방으로오거든여 또 애가...,"['생활', '환자복', '입원', '기분', '배식', '수유', '수유실', '산모', '오거', '든여']"
1291,[코젤스무스230cc/002일째] 5월12일날 수술했어요...,http://cafe.daum.net/obgy5282/Hh8/1174?q=%ED%99%98%EC%9E%90%EB%B3%B5,계속~~ 눕게 되더라구요. 화장실갈때빼곤..ㅋㅋ 이게 바로 피통이예요..^^ 제환자복양쪽 주머니에 하나씩 들어있더라구요 옛날에 수술후기같은걸 보고 그랬을 때에는...,daum,cafe,2011-01-01,2012-12-31,[코젤스무스230cc/002일째] 5월12일날 수술했어요... 계속~~ 눕게 되더라구요. 화장실갈때빼곤..ㅋㅋ 이게 바로 피통이예요..^^ 제환자복양쪽 주머니에 하나씩 들어있더라구요 옛날에 수술후기같은걸 보고 그랬을 때에는...,"['cc', '수술', '화장실', '피통', '환자복', '양쪽', '주머니', '옛날', '수술', '후기']"
1292,먹거리 X파일과 백년의 가게를 통해 본 ‘착한 식당...,http://cafe.daum.net/KKK3000/Do7b/25?q=%ED%99%98%EC%9E%90%EB%B3%B5,"계시기 때문이다. (참고로 이 할아버지는, 메밀을 먹으라고 담당 의사가 권했다며환자복을 입은채로 찾아오는 어떤 손님을 언급하시며, 본인 무릎이 성하지 않은데도...",daum,cafe,2011-01-01,2012-12-31,"먹거리 X파일과 백년의 가게를 통해 본 ‘착한 식당... 계시기 때문이다. (참고로 이 할아버지는, 메밀을 먹으라고 담당 의사가 권했다며환자복을 입은채로 찾아오는 어떤 손님을 언급하시며, 본인 무릎이 성하지 않은데도...","['먹거리', '파일', '가게', '식당', '참고', '할아버지', '메밀', '담당', '의사', '환자복', '언급', '본인', '무릎']"
1293,캐이스1054 후기,http://cafe.daum.net/dryim/EGHO/843?q=%ED%99%98%EC%9E%90%EB%B3%B5,계신분들은 가만히 앉아만 있지말고 좀 해주면 좋겠다는 생각했어요 병원에서환자복을 월.수.금 이렇게 환복수 있는데환자복이 여유가 없는지 4일째되는날이 월욜...,daum,cafe,2011-01-01,2012-12-31,캐이스1054 후기 계신분들은 가만히 앉아만 있지말고 좀 해주면 좋겠다는 생각했어요 병원에서환자복을 월.수.금 이렇게 환복수 있는데환자복이 여유가 없는지 4일째되는날이 월욜...,"['이스', '후기', '생각', '병원', '환자복', '환복', '환자복', '여유']"
1294,통닭 소품리스트,http://cafe.daum.net/workplay/EgWB/849?q=%ED%99%98%EC%9E%90%EB%B3%B5,고들배기 1 비디오가게- 비디오테프 많을수록 테프진열장 1-3 병실 - 병원벤치 1환자복(아빠) 1 침대 1 가방(아빠) 1 돈봉투 1 목걸이(연수) 1 나이트클럽- 양주병 1...,daum,cafe,2011-01-01,2012-12-31,통닭 소품리스트 고들배기 1 비디오가게- 비디오테프 많을수록 테프진열장 1-3 병실 - 병원벤치 1환자복(아빠) 1 침대 1 가방(아빠) 1 돈봉투 1 목걸이(연수) 1 나이트클럽- 양주병 1...,"['통닭', '소품', '리스트', '배기', '비디오', '비디오', '진열장', '병실', '병원', '벤치', '환자복', '아빠', '침대', '가방', '아빠', '봉투', '목걸이', '연수', '나이트클럽', '양주']"
1295,저랑같이 담력만렙 되고싶으신분,https://cafe.naver.com/singlefixie/65832?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InNpbmdsZWZpeGllIiwiYXJ0aWNsZUlkIjo2NTgzMiwiaXNzdWVkQXQiOjE2MjU0MDc5NzAwMzF9.QiR3WnWBEYrNa8Hxdb2tTprTL7yVP6z_S1DibMnJKBY=,곤지암 정신병원이에요 담력만렙들모심 내년여름쯤이좋을꺼같은데 크기도크고 풀밭에 환자복나뒹굴고 솔플영상보니까 지릴뻔;; 아무튼 미리 기회되면 같이가실 담력왕구함 참고...,naver,cafe,2011-01-01,2012-12-31,저랑같이 담력만렙 되고싶으신분 곤지암 정신병원이에요 담력만렙들모심 내년여름쯤이좋을꺼같은데 크기도크고 풀밭에 환자복나뒹굴고 솔플영상보니까 지릴뻔;; 아무튼 미리 기회되면 같이가실 담력왕구함 참고...,"['담력', '만렙', '곤지암', '병원', '담력', '만렙', '모심', '내년', '여름', '풀밭', '환자복', '영상', '기회', '담력', '구함', '참고']"
1296,너무나도 유명한 곤지암 폐정신병원 사진 ..........,http://cafe.daum.net/bikemania/3JLn/14361?q=%ED%99%98%EC%9E%90%EB%B3%B5,곤지암 폐병원 도전해 보아도 좋을듯 전 겁이많아서 못할것 같은 ...... 환자들 진료차트나 간호복환자복약품들이 그대로 남아 있어서 더욱 소름끼치는 폐병원 ......,daum,cafe,2011-01-01,2012-12-31,너무나도 유명한 곤지암 폐정신병원 사진 .......... 곤지암 폐병원 도전해 보아도 좋을듯 전 겁이많아서 못할것 같은 ...... 환자들 진료차트나 간호복환자복약품들이 그대로 남아 있어서 더욱 소름끼치는 폐병원 ......,"['곤지암', '병원', '사진', '곤지암', '병원', '환자', '진료', '차트', '간호복', '환자복', '약품', '소름', '병원']"
1297,서울체신청 주최 어머니편지쓰기 공모 금상 수상 선재...,http://cafe.daum.net/1958newdogfriends/8v0x/32844?q=%ED%99%98%EC%9E%90%EB%B3%B5,곧 달려가겠습니다. 동화속의 공주가 예쁜 들 엄마만 할까요? 연 핑크색 동정이 달린환자복을 입고 거울을 보며 화사하게 웃을 고운 엄마의 모습을 그려보자니 제 마음...,daum,cafe,2011-01-01,2012-12-31,서울체신청 주최 어머니편지쓰기 공모 금상 수상 선재... 곧 달려가겠습니다. 동화속의 공주가 예쁜 들 엄마만 할까요? 연 핑크색 동정이 달린환자복을 입고 거울을 보며 화사하게 웃을 고운 엄마의 모습을 그려보자니 제 마음...,"['체신', '주최', '어머니', '편지', '공모', '금상', '수상', '선재', '동화', '공주', '엄마', '동정', '환자복', '거울', '엄마', '모습', '마음']"
1298,맘편한 산부인과에서 출산하신분 준비물좀 알려주세요~^^,https://cafe.naver.com/imsanbu/17340502?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE3MzQwNTAyLCJpc3N1ZWRBdCI6MTYyNTQwNzk5MDc3M30=.UjfL1sCt8uA1oN0YtAC2TLuFlfQ8QqRejpUnpkb5UOI=,"곧 출산을 앞두고 있는데요...아기 속싸개 ,겉싸개,배냇저고리 물티슈,내복 요런것들은 다 챙겼는데..가서입을 옷을 따로 챙겨가야 하나요?환자복입나요?퇴원할때 옷만 챙겨가면 될까요?",naver,cafe,2011-01-01,2012-12-31,"맘편한 산부인과에서 출산하신분 준비물좀 알려주세요~^^ 곧 출산을 앞두고 있는데요...아기 속싸개 ,겉싸개,배냇저고리 물티슈,내복 요런것들은 다 챙겼는데..가서입을 옷을 따로 챙겨가야 하나요?환자복입나요?퇴원할때 옷만 챙겨가면 될까요?","['산부인과', '출산', '준비물', '출산', '아기', '속싸개', '겉싸개', '배냇저고리', '물티슈', '내복', '요환', '자복', '퇴원']"
1299,내의사야할까요??,https://cafe.naver.com/imsanbu/16396497?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE2Mzk2NDk3LCJpc3N1ZWRBdCI6MTYyNTQwODAxMzI1Mn0=.snNev_wMEFCwYGH1MR6JFU4LXDCR8AjgXHwJ-xrObYU=,곧38주인데 짐같은거는 미리 싸둬야될것 같애서요^^ 근데 음..조리원에 있을껀데 그 환자복안에 요즘 레깅스신는것 같은데 내의 사야할까요? 내의가 필요할지 어떨지 몰라서...출산하고 입원하면 그때...,naver,cafe,2011-01-01,2012-12-31,내의사야할까요?? 곧38주인데 짐같은거는 미리 싸둬야될것 같애서요^^ 근데 음..조리원에 있을껀데 그 환자복안에 요즘 레깅스신는것 같은데 내의 사야할까요? 내의가 필요할지 어떨지 몰라서...출산하고 입원하면 그때...,"['사야', '환자', '복안', '요즘', '레깅스', '사야', '내의', '출산', '입원', '그때']"
1300,환자복병원복구해요,https://cafe.naver.com/idolis/2102329?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imlkb2xpcyIsImFydGljbGVJZCI6MjEwMjMyOSwiaXNzdWVkQXQiOjE2MjU0MDc5NTk2ODN9.-a-weCyrfkOVZUavlIVe1h_aFz7Ms6lwSlhBK8RldUw=,곧입원해서 이뿌니 환자복을입게요ㅠ 환자복안에입을티도구해용ㅎ ㅠ,naver,cafe,2011-01-01,2012-12-31,환자복병원복구해요 곧입원해서 이뿌니 환자복을입게요ㅠ 환자복안에입을티도구해용ㅎ ㅠ,"['환자복', '병원', '복구', '입원', '이뿌니', '환자복', '환자', '복안', '도구']"
1301,음 거절 못하는 여자 덜덜덜,http://cafe.daum.net/Arsenal/8iqH/65110?q=%ED%99%98%EC%9E%90%EB%B3%B5,골라주는옷 다사고 교통사고 나서 병원입원했는데 교회에서 피아노반주 부탁해서환자복입고 피아노치고 도를아십니까를 무조건 따라가고 길거리에서 파는 화장품 500만...,daum,cafe,2011-01-01,2012-12-31,음 거절 못하는 여자 덜덜덜 골라주는옷 다사고 교통사고 나서 병원입원했는데 교회에서 피아노반주 부탁해서환자복입고 피아노치고 도를아십니까를 무조건 따라가고 길거리에서 파는 화장품 500만...,"['거절', '여자', '사고', '교통', '병원', '입원', '교회', '피아노', '반주', '부탁', '환자복', '피아노', '길거리', '화장품']"
